Year,Month,Day,Category,Num Articles
2016,4,6,U.S.,29
2016,4,6,Health,2
2016,4,6,Theater,3
2016,4,6,Times Insider,4
2016,4,6,Paid Death Notices,14
2016,4,7,Fashion & Style,13
2016,4,7,Blogs,2
2016,4,7,Books,4
2016,4,7,Opinion,19
2016,4,7,Education,4
2016,4,7,N.Y. / Region,14
2016,4,7,Corrections,1
2016,4,7,Sports,27
2016,4,7,Science,3
2016,4,7,NYT Now,2
2016,4,7,The Upshot,4
2016,4,7,Arts,27
2016,4,7,Movies,2
2016,4,7,Business Day,24
2016,4,7,Technology,7
2016,4,7,T Magazine,4
2016,4,7,World,22
2016,4,7,Multimedia/Photos,1
2016,4,7,Your Money,3
2016,4,7,Travel,2
2016,4,7,Automobiles,1
2016,4,7,Crosswords & Games,2
2016,4,7,U.S.,27
2016,4,7,Health,8
2016,4,7,Theater,2
2016,4,7,Times Insider,2
2016,4,7,Paid Death Notices,9
2016,4,8,Fashion & Style,4
2016,4,8,Blogs,2
2016,4,8,Books,2
2016,4,8,Food,2
2016,4,8,Education,5
2016,4,8,Universal,1
2016,4,8,N.Y. / Region,10
2016,4,8,Corrections,1
2016,4,8,Sports,13
2016,4,8,Science,2
2016,4,8,NYT Now,2
2016,4,8,The Upshot,1
2016,4,8,Arts,25
2016,4,8,Movies,7
2016,4,8,Business Day,27
2016,4,8,Technology,4
2016,4,8,T Magazine,5
2016,4,8,Magazine,1
2016,4,8,Real Estate,3
2016,4,8,World,21
2016,4,8,Multimedia/Photos,1
2016,4,8,Your Money,2
2016,4,8,Opinion,20
2016,4,8,Automobiles,1
2016,4,8,Crosswords & Games,1
2016,4,8,U.S.,26
2016,4,8,Health,4
2016,4,8,Theater,3
2016,4,8,Times Insider,2
2016,4,8,Paid Death Notices,7
2016,4,9,Opinion,18
2016,4,9,World,18
2016,4,9,Health,1
2016,4,9,Sunday Review,1
2016,4,9,Technology,2
2016,4,9,Sports,24
2016,4,9,Corrections,1
2016,4,9,N.Y. / Region,8
2016,4,9,Science,2
2016,4,9,NYT Now,1
2016,4,9,Crosswords & Games,2
2016,4,9,U.S.,15
2016,4,9,Arts,20
2016,4,9,Business Day,7
2016,4,9,Paid Death Notices,6
2016,4,10,Fashion & Style,31
2016,4,10,Travel,11
2016,4,10,Books,19
2016,4,10,Opinion,19
2016,4,10,Education,15
2016,4,10,Sports,7
2016,4,10,Corrections,1
2016,4,10,N.Y. / Region,20
2016,4,10,Science,1
2016,4,10,NYT Now,1
2016,4,10,Books; Arts,1
2016,4,10,The Upshot,1
2016,4,10,Arts,12
2016,4,10,Movies,4
2016,4,10,Business Day,14
2016,4,10,Technology,1
2016,4,10,Magazine,5
2016,4,10,World,9
2016,4,10,Paid Death Notices,35
2016,4,10,Your Money,1
2016,4,10,Real Estate,13
2016,4,10,Job Market,2
2016,4,10,Crosswords & Games,1
2016,4,10,U.S.,16
2016,4,10,Theater,1
2016,4,10,Sunday Review,1
2016,4,11,Blogs,2
2016,4,11,Style,1
2016,4,11,Books,1
2016,4,11,Food,3
2016,4,11,Education,5
2016,4,11,Universal,1
2016,4,11,Sports,25
2016,4,11,Corrections,1
2016,4,11,N.Y. / Region,11
2016,4,11,Science,2
2016,4,11,NYT Now,2
2016,4,11,The Upshot,3
2016,4,11,Arts,17
2016,4,11,Movies,1
2016,4,11,Business Day,12
2016,4,11,Technology,3
2016,4,11,T Magazine,8
2016,4,11,Magazine,1
2016,4,11,World,13
2016,4,11,Multimedia/Photos,1
2016,4,11,Opinion,21
2016,4,11,Crosswords & Games,2
2016,4,11,U.S.,14
2016,4,11,Health,6
2016,4,11,Theater,3
2016,4,11,Paid Death Notices,11
2016,4,12,Fashion & Style,3
2016,4,12,Blogs,3
2016,4,12,Travel,1
2016,4,12,Books,4
2016,4,12,Food,1
2016,4,12,Education,4
2016,4,12,N.Y. / Region,11
2016,4,12,Corrections,1
2016,4,12,Sports,16
2016,4,12,Science,5
2016,4,12,NYT Now,2
2016,4,12,The Upshot,2
2016,4,12,Arts,14
2016,4,12,Movies,1
2016,4,12,Business Day,24
2016,4,12,Technology,2
2016,4,12,T Magazine,8
2016,4,12,Magazine,1
2016,4,12,World,27
2016,4,12,Multimedia/Photos,1
2016,4,12,Your Money,1
2016,4,12,Opinion,27
2016,4,12,Crosswords & Games,1
2016,4,12,U.S.,22
2016,4,12,Health,6
2016,4,12,Theater,6
2016,4,12,Times Insider,1
2016,4,12,Paid Death Notices,13
2016,4,13,Fashion & Style,4
2016,4,13,Blogs,3
2016,4,13,Travel,1
2016,4,13,Books,2
2016,4,13,Food,18
2016,4,13,Education,4
2016,4,13,N.Y. / Region,18
2016,4,13,Corrections,1
2016,4,13,Sports,23
2016,4,13,Science,3
2016,4,13,NYT Now,2
2016,4,13,Arts,21
2016,4,13,Movies,2
2016,4,13,Business Day,27
2016,4,13,Technology,5
2016,4,13,T Magazine,6
2016,4,13,Real Estate,1
2016,4,13,World,20
2016,4,13,Multimedia/Photos,1
2016,4,13,Your Money,1
2016,4,13,Opinion,21
2016,4,13,Crosswords & Games,1
2016,4,13,U.S.,28
2016,4,13,Health,4
2016,4,13,Theater,3
2016,4,13,Times Insider,1
2016,4,13,Paid Death Notices,15
2016,4,14,Blogs,1
2016,4,14,Sports,2
2016,4,14,Education,4
2016,4,14,Opinion,16
2016,4,14,World,5
2016,4,14,Multimedia/Photos,1
2016,4,14,Technology,1
2016,4,14,N.Y. / Region,5
2016,4,14,Corrections,1
2016,4,14,Health,3
2016,4,14,Science,2
2016,4,14,NYT Now,2
2016,4,14,Crosswords & Games,1
2016,4,14,U.S.,14
2016,4,14,Arts,6
2016,4,14,Theater,1
2016,4,14,Movies,1
2016,4,14,Times Insider,2
2016,4,14,Paid Death Notices,4
2016,4,14,T Magazine,4
2016,4,14,Magazine,2
2016,4,15,Fashion & Style,2
2016,4,15,Blogs,2
2016,4,15,Travel,2
2016,4,15,Books,3
2016,4,15,Opinion,23
2016,4,15,Education,4
2016,4,15,Universal,2
2016,4,15,N.Y. / Region,15
2016,4,15,Corrections,1
2016,4,15,Sports,25
2016,4,15,Science,4
2016,4,15,NYT Now,2
2016,4,15,The Upshot,3
2016,4,15,Arts,35
2016,4,15,Movies,27
2016,4,15,Business Day,25
2016,4,15,Technology,4
2016,4,15,T Magazine,6
2016,4,15,World,26
2016,4,15,Multimedia/Photos,1
2016,4,15,Real Estate,2
2016,4,15,Automobiles,2
2016,4,15,Crosswords & Games,1
2016,4,15,U.S.,26
2016,4,15,Health,9
2016,4,15,Theater,4
2016,4,15,Times Insider,3
2016,4,15,Paid Death Notices,10
2016,4,16,Fashion & Style,1
2016,4,16,Sports,25
2016,4,16,Opinion,18
2016,4,16,World,20
2016,4,16,Technology,2
2016,4,16,N.Y. / Region,7
2016,4,16,Corrections,1
2016,4,16,Business Day,8
2016,4,16,Science,1
2016,4,16,NYT Now,1
2016,4,16,Crosswords & Games,2
2016,4,16,The Upshot,3
2016,4,16,Arts,16
2016,4,16,Theater,1
2016,4,16,Movies,5
2016,4,16,U.S.,23
2016,4,16,Paid Death Notices,8
2016,4,17,Fashion & Style,32
2016,4,17,Books,19
2016,4,17,Opinion,19
2016,4,17,Sports,9
2016,4,17,Corrections,1
2016,4,17,Real Estate,17
2016,4,17,NYT Now,2
2016,4,17,The Upshot,1
2016,4,17,Arts,14
2016,4,17,Movies,4
2016,4,17,Business Day,4
2016,4,17,Technology,2
2016,4,17,T Magazine,3
2016,4,17,N.Y. / Region,25
2016,4,17,Public Editor,1
2016,4,17,World,3
2016,4,17,U.S.,10
2016,4,17,Travel,11
2016,4,17,Job Market,2
2016,4,17,Crosswords & Games,1
2016,4,17,Magazine,10
2016,4,17,Theater,4
2016,4,17,Paid Death Notices,35
2016,4,18,Fashion & Style,1
2016,4,18,Blogs,4
2016,4,18,Books,2
2016,4,18,Food,3
2016,4,18,Education,5
2016,4,18,N.Y. / Region,9
2016,4,18,Corrections,1
2016,4,18,Sports,22
2016,4,18,Science,4
2016,4,18,NYT Now,2
2016,4,18,Arts,14
2016,4,18,Movies,3
2016,4,18,Business Day,13
2016,4,18,Technology,2
2016,4,18,T Magazine,4
2016,4,18,Magazine,2
2016,4,18,World,19
2016,4,18,Multimedia/Photos,2
2016,4,18,Opinion,25
2016,4,18,Crosswords & Games,2
2016,4,18,U.S.,22
2016,4,18,Health,4
2016,4,18,Theater,2
2016,4,18,Times Insider,2
2016,4,18,Paid Death Notices,10
2016,4,19,Fashion & Style,3
2016,4,19,Blogs,2
2016,4,19,Books,1
2016,4,19,Opinion,17
2016,4,19,Education,4
2016,4,19,Sports,19
2016,4,19,Corrections,1
2016,4,19,N.Y. / Region,16
2016,4,19,Science,4
2016,4,19,NYT Now,2
2016,4,19,The Upshot,4
2016,4,19,Arts,15
2016,4,19,Movies,3
2016,4,19,Business Day,18
2016,4,19,Technology,4
2016,4,19,T Magazine,5
2016,4,19,World,30
2016,4,19,Multimedia/Photos,1
2016,4,19,Your Money,1
2016,4,19,Crosswords & Games,1
2016,4,19,Health,5
2016,4,19,Theater,5
2016,4,19,U.S.,22
2016,4,20,Fashion & Style,5
2016,4,20,Blogs,2
2016,4,20,Travel,1
2016,4,20,Books,3
2016,4,20,Food,22
2016,4,20,Education,4
2016,4,20,Universal,1
2016,4,20,N.Y. / Region,16
2016,4,20,Corrections,1
2016,4,20,Sports,19
2016,4,20,Science,2
2016,4,20,NYT Now,2
2016,4,20,The Upshot,1
2016,4,20,Arts,15
2016,4,20,Movies,3
2016,4,20,Business Day,14
2016,4,20,Technology,10
2016,4,20,T Magazine,7
2016,4,20,Magazine,1
2016,4,20,Real Estate,1
2016,4,20,World,21
2016,4,20,Multimedia/Photos,1
2016,4,20,Opinion,23
2016,4,20,Crosswords & Games,1
2016,4,20,U.S.,19
2016,4,20,Health,5
2016,4,20,Theater,5
2016,4,20,Times Insider,2
2016,4,20,Paid Death Notices,14
2016,4,21,Fashion & Style,11
2016,4,21,Blogs,2
2016,4,21,Style,1
2016,4,21,Sports,25
2016,4,21,Books,2
2016,4,21,Food,1
2016,4,21,Education,4
2016,4,21,N.Y. / Region,11
2016,4,21,Corrections,1
2016,4,21,Obituaries,2
2016,4,21,Science,2
2016,4,21,NYT Now,2
2016,4,21,The Upshot,4
2016,4,21,Arts,16
2016,4,21,Movies,5
2016,4,21,Business Day,21
2016,4,21,Technology,6
2016,4,21,T Magazine,6
2016,4,21,Travel,2
2016,4,21,World,27
2016,4,21,Multimedia/Photos,1
2016,4,21,Your Money,1
2016,4,21,Opinion,18
2016,4,21,Crosswords & Games,1
2016,4,21,U.S.,29
2016,4,21,Health,8
2016,4,21,Theater,2
2016,4,21,Times Insider,2
2016,4,21,Paid Death Notices,15
2016,4,22,Fashion & Style,1
2016,4,22,Blogs,2
2016,4,22,Travel,1
2016,4,22,Books,1
2016,4,22,Food,1
2016,4,22,Education,4
2016,4,22,N.Y. / Region,11
2016,4,22,Corrections,1
2016,4,22,Sports,21
2016,4,22,Science,2
2016,4,22,NYT Now,3
2016,4,22,The Upshot,1
2016,4,22,Arts,42
2016,4,22,Movies,19
2016,4,22,Business Day,20
2016,4,22,Technology,7
2016,4,22,T Magazine,3
2016,4,22,Magazine,2
2016,4,22,Real Estate,3
2016,4,22,World,24
2016,4,22,Multimedia/Photos,1
2016,4,22,Opinion,21
2016,4,22,Automobiles,1
2016,4,22,Crosswords & Games,1
2016,4,22,Health,7
2016,4,22,Theater,4
2016,4,22,Times Insider,2
2016,4,22,U.S.,18
2016,4,23,Blogs,1
2016,4,23,Style,1
2016,4,23,Sports,13
2016,4,23,Books,1
2016,4,23,Opinion,19
2016,4,23,World,26
2016,4,23,Multimedia/Photos,1
2016,4,23,Technology,2
2016,4,23,N.Y. / Region,7
2016,4,23,Corrections,1
2016,4,23,Health,2
2016,4,23,Science,1
2016,4,23,NYT Now,1
2016,4,23,Crosswords & Games,2
2016,4,23,U.S.,20
2016,4,23,The Upshot,1
2016,4,23,Arts,23
2016,4,23,Theater,2
2016,4,23,Movies,1
2016,4,23,Business Day,5
2016,4,23,Paid Death Notices,5
2016,4,24,Fashion & Style,39
2016,4,24,Style,1
2016,4,24,Books,24
2016,4,24,Real Estate,21
2016,4,24,Sports,6
2016,4,24,Corrections,1
2016,4,24,N.Y. / Region,23
2016,4,24,NYT Now,2
2016,4,24,Opinion,23
2016,4,24,The Upshot,2
2016,4,24,Arts,21
2016,4,24,Movies,6
2016,4,24,Business Day,5
2016,4,24,Technology,1
2016,4,24,Magazine,13
2016,4,24,Travel,6
2016,4,24,World,5
2016,4,24,U.S.,17
2016,4,24,Your Money,1
2016,4,24,Food,1
2016,4,24,Job Market,1
2016,4,24,Crosswords & Games,1
2016,4,24,Theater,3
2016,4,24,Paid Death Notices,42
2016,4,25,Fashion & Style,2
2016,4,25,Blogs,2
2016,4,25,Books,1
2016,4,25,Food,10
2016,4,25,Education,5
2016,4,25,Universal,1
2016,4,25,N.Y. / Region,5
2016,4,25,Corrections,1
2016,4,25,Sports,22
2016,4,25,Science,2
2016,4,25,NYT Now,2
2016,4,25,Arts,13
2016,4,25,Movies,2
2016,4,25,Business Day,12
2016,4,25,Technology,2
2016,4,25,T Magazine,4
2016,4,25,Magazine,2
2016,4,25,World,15
2016,4,25,Multimedia/Photos,1
2016,4,25,Opinion,20
2016,4,25,Crosswords & Games,2
2016,4,25,U.S.,12
2016,4,25,Health,3
2016,4,25,Theater,1
2016,4,25,Times Insider,3
2016,4,25,Paid Death Notices,9
2016,4,26,Fashion & Style,1
2016,4,26,Blogs,2
2016,4,26,Books,2
2016,4,26,Opinion,18
2016,4,26,Education,3
2016,4,26,Sports,17
2016,4,26,Corrections,1
2016,4,26,N.Y. / Region,11
2016,4,26,Science,5
2016,4,26,NYT Now,2
2016,4,26,The Upshot,6
2016,4,26,Arts,24
2016,4,26,T Magazine,7
2016,4,26,Business Day,18
2016,4,26,Technology,4
2016,4,26,Magazine,2
2016,4,26,World,28
2016,4,26,Multimedia/Photos,1
2016,4,26,Your Money,1
2016,4,26,Travel,1
2016,4,26,Crosswords & Games,1
2016,4,26,U.S.,28
2016,4,26,Health,7
2016,4,26,Theater,4
2016,4,26,Paid Death Notices,18
2016,4,27,Fashion & Style,5
2016,4,27,Blogs,2
2016,4,27,Books,1
2016,4,27,Food,18
2016,4,27,Education,3
2016,4,27,N.Y. / Region,17
2016,4,27,Corrections,1
2016,4,27,Sports,24
2016,4,27,Science,4
2016,4,27,NYT Now,2
2016,4,27,The Upshot,2
2016,4,27,Arts,20
2016,4,27,Movies,4
2016,4,27,Business Day,23
2016,4,27,Technology,7
2016,4,27,T Magazine,5
2016,4,27,Magazine,6
2016,4,27,Real Estate,2
2016,4,27,World,27
2016,4,27,Multimedia/Photos,1
2016,4,27,Opinion,20
2016,4,27,Crosswords & Games,1
2016,4,27,U.S.,24
2016,4,27,Health,6
2016,4,27,Theater,3
2016,4,27,Times Insider,4
2016,4,27,Paid Death Notices,8
2016,4,28,Fashion & Style,17
2016,4,28,Blogs,2
2016,4,28,Books,4
2016,4,28,Opinion,22
2016,4,28,Education,3
2016,4,28,Universal,1
2016,4,28,N.Y. / Region,12
2016,4,28,Corrections,2
2016,4,28,Sports,31
2016,4,28,Science,4
2016,4,28,NYT Now,2
2016,4,28,The Upshot,3
2016,4,28,Arts,20
2016,4,28,Movies,3
2016,4,28,Business Day,21
2016,4,28,Technology,6
2016,4,28,T Magazine,4
2016,4,28,Magazine,7
2016,4,28,World,27
2016,4,28,Multimedia/Photos,1
2016,4,28,Your Money,1
2016,4,28,Travel,1
2016,4,28,Crosswords & Games,1
2016,4,28,U.S.,25
2016,4,28,Health,6
2016,4,28,Theater,2
2016,4,28,Times Insider,3
2016,4,28,Paid Death Notices,9
2016,4,29,Fashion & Style,7
2016,4,29,Blogs,3
2016,4,29,Travel,2
2016,4,29,Books,4
2016,4,29,Food,2
2016,4,29,Education,4
2016,4,29,N.Y. / Region,14
2016,4,29,Corrections,1
2016,4,29,Sports,21
2016,4,29,Science,2
2016,4,29,NYT Now,4
2016,4,29,The Upshot,3
2016,4,29,Arts,34
2016,4,29,Movies,23
2016,4,29,Business Day,30
2016,4,29,Technology,3
2016,4,29,T Magazine,6
2016,4,29,Magazine,4
2016,4,29,Real Estate,2
2016,4,29,World,20
2016,4,29,Multimedia/Photos,1
2016,4,29,Opinion,23
2016,4,29,Automobiles,1
2016,4,29,Crosswords & Games,1
2016,4,29,U.S.,25
2016,4,29,Health,4
2016,4,29,Theater,3
2016,4,29,Times Insider,2
2016,4,29,Paid Death Notices,11
2016,4,30,Fashion & Style,2
2016,4,30,Sports,22
2016,4,30,Books,1
2016,4,30,Opinion,17
2016,4,30,World,29
2016,4,30,Health,1
2016,4,30,Your Money,4
2016,4,30,Travel,1
2016,4,30,Technology,3
2016,4,30,N.Y. / Region,8
2016,4,30,Corrections,1
2016,4,30,Business Day,20
2016,4,30,NYT Now,1
2016,4,30,Crosswords & Games,3
2016,4,30,The Upshot,2
2016,4,30,Arts,13
2016,4,30,Theater,2
2016,4,30,Movies,1
2016,4,30,U.S.,22
2016,4,30,Paid Death Notices,8
2016,4,30,Today’s Paper,1
2016,5,1,Fashion & Style,29
2016,5,1,Style,1
2016,5,1,Books,17
2016,5,1,Opinion,5
2016,5,1,Sports,24
2016,5,1,Corrections,1
2016,5,1,N.Y. / Region,25
2016,5,1,NYT Now,1
2016,5,1,The Upshot,2
2016,5,1,Arts,17
2016,5,1,Movies,9
2016,5,1,Business Day,7
2016,5,1,Technology,1
2016,5,1,Magazine,2
2016,5,1,Travel,10
2016,5,1,World,7
2016,5,1,Paid Death Notices,45
2016,5,1,Your Money,1
2016,5,1,Real Estate,16
2016,5,1,Job Market,2
2016,5,1,Crosswords & Games,1
2016,5,1,Theater,4
2016,5,1,U.S.,13
2016,5,2,Fashion & Style,6
2016,5,2,Blogs,2
2016,5,2,Books,2
2016,5,2,Food,1
2016,5,2,Education,5
2016,5,2,N.Y. / Region,13
2016,5,2,Corrections,1
2016,5,2,Sports,23
2016,5,2,Science,2
2016,5,2,NYT Now,3
2016,5,2,Arts,14
2016,5,2,Movies,2
2016,5,2,Business Day,11
2016,5,2,Technology,1
2016,5,2,T Magazine,7
2016,5,2,Magazine,1
2016,5,2,World,9
2016,5,2,Multimedia/Photos,1
2016,5,2,Opinion,25
2016,5,2,Crosswords & Games,2
2016,5,2,U.S.,21
2016,5,2,Health,5
2016,5,2,Theater,3
2016,5,2,Times Insider,1
2016,5,2,Paid Death Notices,12
2016,5,3,Fashion & Style,6
2016,5,3,Blogs,2
2016,5,3,Travel,1
2016,5,3,Books,3
2016,5,3,Food,1
2016,5,3,Education,4
2016,5,3,Universal,5
2016,5,3,N.Y. / Region,13
2016,5,3,Corrections,1
2016,5,3,Sports,21
2016,5,3,Science,6
2016,5,3,NYT Now,2
2016,5,3,The Upshot,4
2016,5,3,Arts,14
2016,5,3,T Magazine,8
2016,5,3,Business Day,15
2016,5,3,Technology,5
2016,5,3,Magazine,2
2016,5,3,Real Estate,2
2016,5,3,World,23
2016,5,3,Multimedia/Photos,1
2016,5,3,Your Money,1
2016,5,3,Opinion,20
2016,5,3,Crosswords & Games,1
2016,5,3,U.S.,31
2016,5,3,Health,5
2016,5,3,Theater,5
2016,5,3,Times Insider,2
2016,5,3,Paid Death Notices,15
2016,5,4,Fashion & Style,4
2016,5,4,Blogs,2
2016,5,4,Style,4
2016,5,4,Sports,21
2016,5,4,Books,5
2016,5,4,Food,21
2016,5,4,Education,4
2016,5,4,N.Y. / Region,14
2016,5,4,Corrections,1
2016,5,4,Obituaries,1
2016,5,4,Science,1
2016,5,4,NYT Now,2
2016,5,4,The Upshot,2
2016,5,4,Arts,16
2016,5,4,Movies,4
2016,5,4,Business Day,22
2016,5,4,Technology,7
2016,5,4,T Magazine,9
2016,5,4,Magazine,4
2016,5,4,Travel,1
2016,5,4,World,28
2016,5,4,Multimedia/Photos,1
2016,5,4,Opinion,28
2016,5,4,Crosswords & Games,1
2016,5,4,U.S.,18
2016,5,4,Health,6
2016,5,4,Theater,4
2016,5,4,Times Insider,1
2016,5,4,Paid Death Notices,18
2016,5,5,Fashion & Style,3
2016,5,5,Blogs,2
2016,5,5,Style,11
2016,5,5,Books,1
2016,5,5,Opinion,8
2016,5,5,Education,4
2016,5,5,N.Y. / Region,4
2016,5,5,Corrections,1
2016,5,5,Sports,2
2016,5,5,Science,1
2016,5,5,NYT Now,2
2016,5,5,Arts,11
2016,5,5,Movies,1
2016,5,5,Business Day,1
2016,5,5,T Magazine,9
2016,5,5,Magazine,5
2016,5,5,World,9
2016,5,5,Multimedia/Photos,1
2016,5,5,Travel,1
2016,5,5,Crosswords & Games,1
2016,5,5,Health,6
2016,5,5,Theater,2
2016,5,5,Times Insider,2
2016,5,5,U.S.,11
2016,5,6,Fashion & Style,7
2016,5,6,Blogs,2
2016,5,6,Books,2
2016,5,6,Food,2
2016,5,6,Education,4
2016,5,6,N.Y. / Region,18
2016,5,6,Corrections,1
2016,5,6,Sports,21
2016,5,6,Science,4
2016,5,6,NYT Now,2
2016,5,6,The Upshot,4
2016,5,6,Arts,33
2016,5,6,Movies,15
2016,5,6,Business Day,20
2016,5,6,Technology,3
2016,5,6,T Magazine,8
2016,5,6,Magazine,2
2016,5,6,Real Estate,2
2016,5,6,World,33
2016,5,6,Multimedia/Photos,1
2016,5,6,Opinion,26
2016,5,6,Automobiles,2
2016,5,6,Crosswords & Games,1
2016,5,6,Health,8
2016,5,6,Theater,3
2016,5,6,Times Insider,2
2016,5,6,U.S.,25
2016,5,7,Fashion & Style,1
2016,5,7,Sports,38
2016,5,7,Opinion,21
2016,5,7,World,29
2016,5,7,Health,1
2016,5,7,Your Money,4
2016,5,7,Sunday Review,1
2016,5,7,Technology,3
2016,5,7,N.Y. / Region,11
2016,5,7,Corrections,1
2016,5,7,Business Day,11
2016,5,7,Science,2
2016,5,7,NYT Now,1
2016,5,7,Crosswords & Games,2
2016,5,7,U.S.,21
2016,5,7,The Upshot,2
2016,5,7,Arts,15
2016,5,7,Movies,2
2016,5,7,Times Insider,1
2016,5,7,Paid Death Notices,2
2016,5,8,Fashion & Style,32
2016,5,8,Style,3
2016,5,8,Books,32
2016,5,8,Opinion,17
2016,5,8,Universal,1
2016,5,8,Sports,21
2016,5,8,Corrections,1
2016,5,8,N.Y. / Region,19
2016,5,8,Science,2
2016,5,8,NYT Now,1
2016,5,8,Books; Arts,2
2016,5,8,The Upshot,2
2016,5,8,Arts,20
2016,5,8,Movies,4
2016,5,8,Business Day,7
2016,5,8,Technology,1
2016,5,8,Magazine,2
2016,5,8,Travel,9
2016,5,8,World,12
2016,5,8,Paid Death Notices,35
2016,5,8,Your Money,1
2016,5,8,Real Estate,16
2016,5,8,Job Market,1
2016,5,8,Crosswords & Games,1
2016,5,8,U.S.,15
2016,5,8,Theater,3
2016,5,8,Sunday Review,1
2016,5,9,Blogs,2
2016,5,9,Books,2
2016,5,9,Food,1
2016,5,9,Education,6
2016,5,9,Sports,27
2016,5,9,Corrections,1
2016,5,9,N.Y. / Region,10
2016,5,9,Science,4
2016,5,9,NYT Now,2
2016,5,9,Arts,15
2016,5,9,Movies,2
2016,5,9,Business Day,11
2016,5,9,Technology,1
2016,5,9,T Magazine,7
2016,5,9,Magazine,2
2016,5,9,World,17
2016,5,9,Multimedia/Photos,1
2016,5,9,Opinion,29
2016,5,9,Obituaries,1
2016,5,9,Crosswords & Games,2
2016,5,9,U.S.,23
2016,5,9,Health,6
2016,5,9,Theater,3
2016,5,9,Times Insider,3
2016,5,9,Paid Death Notices,5
2016,5,10,Fashion & Style,2
2016,5,10,Blogs,3
2016,5,10,Style,1
2016,5,10,Books,1
2016,5,10,Food,1
2016,5,10,Education,5
2016,5,10,N.Y. / Region,13
2016,5,10,Corrections,1
2016,5,10,Sports,15
2016,5,10,Science,3
2016,5,10,NYT Now,2
2016,5,10,The Upshot,4
2016,5,10,Arts,19
2016,5,10,Movies,2
2016,5,10,Business Day,19
2016,5,10,Technology,4
2016,5,10,T Magazine,8
2016,5,10,Magazine,2
2016,5,10,Real Estate,1
2016,5,10,Travel,2
2016,5,10,World,23
2016,5,10,Multimedia/Photos,2
2016,5,10,Your Money,1
2016,5,10,Opinion,19
2016,5,10,Crosswords & Games,1
2016,5,10,U.S.,27
2016,5,10,Health,6
2016,5,10,Theater,5
2016,5,10,Times Insider,2
2016,5,10,Paid Death Notices,7
2016,5,11,Fashion & Style,3
2016,5,11,Blogs,2
2016,5,11,Style,1
2016,5,11,Books,4
2016,5,11,Food,19
2016,5,11,Education,5
2016,5,11,Universal,1
2016,5,11,N.Y. / Region,11
2016,5,11,Corrections,1
2016,5,11,Sports,18
2016,5,11,Science,3
2016,5,11,NYT Now,2
2016,5,11,The Upshot,3
2016,5,11,Arts,22
2016,5,11,Movies,7
2016,5,11,Business Day,15
2016,5,11,Technology,4
2016,5,11,T Magazine,7
2016,5,11,Magazine,3
2016,5,11,Travel,2
2016,5,11,World,38
2016,5,11,Multimedia/Photos,1
2016,5,11,Your Money,1
2016,5,11,Opinion,18
2016,5,11,Crosswords & Games,2
2016,5,11,U.S.,34
2016,5,11,Health,6
2016,5,11,Theater,4
2016,5,11,Times Insider,1
2016,5,11,Paid Death Notices,16
2016,5,12,Fashion & Style,14
2016,5,12,Blogs,2
2016,5,12,Style,1
2016,5,12,Sports,18
2016,5,12,Books,1
2016,5,12,Opinion,22
2016,5,12,Education,5
2016,5,12,N.Y. / Region,13
2016,5,12,Corrections,1
2016,5,12,Obituaries,1
2016,5,12,Science,6
2016,5,12,NYT Now,2
2016,5,12,The Upshot,3
2016,5,12,Arts,16
2016,5,12,Movies,3
2016,5,12,Business Day,15
2016,5,12,Technology,7
2016,5,12,T Magazine,6
2016,5,12,Magazine,9
2016,5,12,World,23
2016,5,12,Multimedia/Photos,1
2016,5,12,Your Money,1
2016,5,12,Travel,7
2016,5,12,Crosswords & Games,1
2016,5,12,U.S.,20
2016,5,12,Health,6
2016,5,12,Theater,5
2016,5,12,Times Insider,2
2016,5,12,Paid Death Notices,7
2016,5,13,Fashion & Style,1
2016,5,13,Blogs,2
2016,5,13,Style,1
2016,5,13,Books,2
2016,5,13,Food,1
2016,5,13,Education,5
2016,5,13,N.Y. / Region,13
2016,5,13,Corrections,2
2016,5,13,Sports,16
2016,5,13,Science,4
2016,5,13,NYT Now,2
2016,5,13,The Upshot,2
2016,5,13,Arts,41
2016,5,13,Movies,21
2016,5,13,Business Day,23
2016,5,13,Technology,7
2016,5,13,T Magazine,4
2016,5,13,Magazine,4
2016,5,13,Real Estate,3
2016,5,13,World,30
2016,5,13,Multimedia/Photos,1
2016,5,13,Your Money,4
2016,5,13,Opinion,21
2016,5,13,Automobiles,1
2016,5,13,Crosswords & Games,1
2016,5,13,U.S.,31
2016,5,13,Health,4
2016,5,13,Theater,5
2016,5,13,Times Insider,5
2016,5,13,Paid Death Notices,6
2016,5,14,Blogs,1
2016,5,14,Style,1
2016,5,14,Sports,25
2016,5,14,Opinion,21
2016,5,14,World,22
2016,5,14,Multimedia/Photos,1
2016,5,14,Your Money,1
2016,5,14,Technology,2
2016,5,14,Obituaries,1
2016,5,14,Corrections,1
2016,5,14,Health,1
2016,5,14,Science,1
2016,5,14,NYT Now,1
2016,5,14,Crosswords & Games,2
2016,5,14,U.S.,17
2016,5,14,Arts,5
2016,5,14,Business Day,10
2016,5,14,Paid Death Notices,6
2016,5,14,N.Y. / Region,5
2016,5,15,Fashion & Style,40
2016,5,15,Style,1
2016,5,15,Books,22
2016,5,15,Opinion,16
2016,5,15,Sports,9
2016,5,15,Corrections,1
2016,5,15,N.Y. / Region,27
2016,5,15,NYT Now,1
2016,5,15,Arts,12
