Year,Word,Num Words
2012,john,1
2012,new,2
2012,aggressive,1
2012,exhaustive,1
2012,politics,2
2012,presidential,1
2012,slowly,1
2012,from,1
2012,want,1
2012,obama,1
2012,its,1
2012,would,1
2012,oil,1
2012,test,1
2012,was,2
2012,how,2
2012,including,1
2012,house,1
2012,opposition,1
2012,building,1
2012,an,3
2012,price,1
2012,industry,1
2012,between,1
2012,provides,1
2012,already,1
2012,leading,1
2012,for,7
2012,candidates,1
2012,elevator,1
2012,so,1
2012,absurd,1
2012,important,1
2012,with,2
2012,protest,1
2012,the,16
2012,crisis,1
2012,weapons,1
2012,pakistan,1
2012,turns,1
2012,grand,1
2012,putin,1
2012,likely,1
2012,business,2
2012,a,8
2012,negotiations,1
2012,metal,1
2012,tanker,1
2012,days,1
2012,spending,2
2012,not,1
2012,white,2
2012,that,1
2012,book,2
1996,allen,1
1996,long,1
1996,southern,1
1996,pbs,1
1996,ms,1
1996,in,14
1996,speaking,1
1996,dole,4
1996,real,1
1996,him,1
1996,tied,1
1996,today,2
1996,among,1
1996,proposal,1
1996,app,1
1996,drawl,1
1996,hard,1
1996,gov,1
1996,and,9
1996,partnerships,1
1996,now,1
1996,university,1
1996,one,1
1996,top,1
1996,congress,2
1996,we,1
1996,of,7
1996,senior,1
1996,retiring,1
1996,lea,1
1996,here,2
1996,i,1
1996,job,2
1996,cut,1
1996,probably,1
1996,transcribed,1
1996,second,1
1996,get,1
1996,declaring,1
1996,r,1
1996,college,1
1996,san,3
1996,irreparably,1
1996,up,1
1996,water,1
1996,door,2
1996,s,5
1996,home,1
1996,colorado,1
1996,haverford,1
1996,yesterday,1
1996,has,2
1996,knows,1
1996,private,1
1996,vote,2
1996,fund,1
1996,prominently,1
1996,did,1
1996,to,6
1996,election,3
1996,will,1
1996,she,1
1996,campaign,1
1996,patricia,1
1996,senate,2
1996,at,3
1996,assault,1
1996,this,2
1996,antonio,1
1996,sure,1
1996,year,1
1996,is,7
1996,service,1
1996,was,2
1996,fellow,1
1996,lehrer,1
1996,businessman,1
1996,weeks,1
1996,politics,1
1996,few,1
1996,democrats,1
1996,america,1
1996,parties,1
1996,were,2
1996,ethics,1
1996,senator,1
1996,court,1
1996,gasoline,1
1996,made,1
1996,restaurants,1
1996,jr,1
1996,woman,1
1996,you,1
1996,though,1
1996,mr,3
1996,read,1
1996,re,2
1996,reform,1
1996,critical,1
1996,the,21
1996,nomination,1
1996,chance,1
1996,clatworthy,2
1996,st,1
1996,fla,1
1996,where,1
1996,dealers,1
1996,lead,1
1996,spring,1
1996,realistic,1
1996,accused,1
1996,stepped,1
1996,not,1
1996,that,4
1996,heading,1
1996,style,1
1996,academi,1
1996,finalists,1
1996,hewitt,1
1996,nominee,1
1996,comments,1
1996,brother,1
1996,figured,1
1996,clinton,2
1996,telephone,1
1996,working,1
1996,parks,1
1996,history,1
1996,speak,1
1996,for,10
1996,organization,1
1996,bastion,1
1996,believing,1
1996,document,1
1996,week,1
1996,drug,1
1996,federal,2
1996,3,1
1996,clearing,1
1996,republican,5
1996,2,1
1996,tax,1
1996,tommy,1
1996,event,1
1996,moderator,1
1996,sponsoring,1
1996,joseph,1
1996,who,2
1996,ray,1
1996,watergate,1
1996,running,1
1996,4,1
1996,warning,1
1996,thompson,2
1996,his,3
1996,nation,1
1996,because,1
1996,house,1
1996,jacqueline,1
1996,they,1
1996,jail,1
1996,governor,1
1996,night,2
1996,debates,1
1996,into,1
1996,radio,1
1996,saturday,1
1996,letting,1
1996,debate,1
1996,wisconsin,1
1996,could,2
1996,it,1
1996,estate,1
1996,about,1
1996,face,1
1996,term,1
1996,jim,1
1996,apologizing,1
1996,wednesday,1
1996,stuck,1
1996,asked,1
1996,democrat,1
1996,diego,2
1996,schroeder,2
1996,bob,3
1996,out,2
1996,november,1
1996,president,3
1996,biden,1
1996,someone,1
1996,most,1
1996,g,1
1996,sent,1
1996,last,2
1996,won,1
1996,on,3
1996,presidential,2
1996,mary,1
1996,want,1
1996,as,1
1996,another,1
1996,when,1
1996,coming,1
1996,how,1
1996,damaging,1
1996,winning,1
1996,papers,1
1996,raising,1
1996,he,4
1996,have,1
1996,owns,1
1996,between,1
1996,make,1
1996,sweet,1
1996,prodded,1
1996,party,1
1996,following,1
1996,crisis,1
1996,transcription,1
1996,representative,1
1996,myers,1
1996,lawyers,1
1996,by,4
1996,letter,2
1996,perot,3
1996,mobile,1
1996,a,12
1996,station,1
1996,fort,1
1996,52,1
1996,ross,3
1996,questions,1
2016,sexual,1
2016,up,1
2016,years,1
2016,leader,1
2016,action,1
2016,reagan,1
2016,8212,1
2016,rouge,1
2016,in,3
2016,here,1
2016,can,1
2016,wider,1
2016,return,1
2016,move,1
2016,fine,1
2016,readers,1
2016,placed,1
2016,being,1
2016,peace,1
2016,worry,1
2016,materi,1
2016,video,1
2016,cambodia,1
2016,for,3
2016,nominal,1
2016,men,1
2016,pact,1
2016,photographer,1
2016,member,1
2016,weighed,1
2016,government,1
2016,sectors,1
2016,sensitive,1
2016,lewis,1
2016,be,2
2016,of,5
2016,administration,1
2016,sets,1
2016,is,3
2016,russia,1
2016,p,1
2016,highly,1
2016,include,1
2016,evolved,1
2016,could,1
2016,before,1
2016,cry,1
2016,heat,1
2016,insensitivity,1
2016,far,1
2016,forming,1
2016,his,2
2016,rep,1
2016,serious,1
2016,growth,1
2016,earnings,1
2016,on,1
2016,within,1
2016,their,1
2016,ll,1
2016,prizes,1
2016,library,1
2016,t,2
2016,and,4
2016,record,2
2016,nominees,1
2016,enough,1
2016,s,6
2016,compromising,1
2016,awards,1
2016,war,1
2016,has,1
2016,word,1
2016,sign,1
2016,former,1
2016,over,2
2016,two,1
2016,20,1
2016,change,1
2016,allies,1
2016,what,1
2016,about,2
2016,appear,1
2016,to,4
2016,election,1
2016,will,2
2016,against,1
2016,audio,1
2016,afghanistan,1
2016,only,1
2016,khmer,1
2016,figures,1
2016,at,1
2016,but,1
2016,contest,1
2016,insurgent,1
2016,four,2
2016,500,1
2016,who,1
2016,wearing,1
2016,people,1
2016,tortured,1
2016,kompromat,1
2016,canceled,1
2016,association,1
2016,these,1
2016,engaging,1
2016,country,1
2016,was,1
2016,complicate,1
2016,with,1
2016,he,1
2016,nothing,1
2016,tuesday,1
2016,john,1
2016,weeks,1
2016,afghan,1
2016,influential,1
2016,she,1
2016,donald,2
2016,politics,1
2016,recordings,1
2016,from,1
2016,as,1
2016,2018,1
2016,isn,1
2016,fell,1
2016,says,2
2016,were,1
2016,taliban,1
2016,outrage,1
2016,or,1
2016,annual,1
2016,lingering,1
2016,000,1
2016,special,1
2016,prison,1
2016,it,3
2016,much,1
2016,consecutive,1
2016,political,2
2016,disappointing,1
2016,shake,1
2016,chief,2
2016,party,3
2016,profanely,1
2016,2016,1
2016,general,1
2016,the,10
2016,amp,1
2016,american,1
2016,amid,1
2016,priorities,1
2016,by,1
2016,climate,1
2016,executed,1
2016,concern,1
2016,where,1
2016,fourth,1
2016,a,10
2016,acts,1
2016,trump,4
2016,do,1
2016,negotiator,1
2016,economic,1
2016,blurry,1
2016,session,1
2016,insulting,1
2016,that,3
1992,sexual,1
1992,cases,1
1992,washington,1
1992,labor,1
1992,in,7
1992,comes,1
1992,politics,2
1992,latest,1
1992,use,1
1992,had,1
1992,among,1
1992,can,3
1992,spared,1
1992,ambition,2
1992,and,6
1992,indulge,1
1992,example,1
1992,awareness,1
1992,civics,1
1992,programs,1
1992,way,1
1992,hottest,1
1992,disrepair,1
1992,we,2
1992,another,1
1992,parents,1
1992,argues,1
1992,ribbon,1
1992,schools,3
1992,back,2
1992,mawr,1
1992,again,1
1992,red,1
1992,000,1
1992,counter,1
1992,certainly,1
1992,battleship,1
1992,griffit,1
1992,may,1
1992,day,1
1992,explains,1
1992,such,1
1992,r,1
1992,6,1
1992,report,1
1992,enough,1
1992,s,9
1992,best,1
1992,mechanical,1
1992,t,2
1992,provoked,1
1992,has,1
1992,fellows,1
1992,americans,1
1992,over,1
1992,1962,1
1992,children,1
1992,article,1
1992,to,8
1992,will,1
1992,town,3
1992,aimed,1
1992,only,1
1992,pragmatism,1
1992,national,1
1992,at,2
1992,disagreement,1
1992,alone,1
1992,this,1
1992,senators,1
1992,city,2
1992,strikes,1
1992,decades,1
1992,but,1
1992,iron,1
1992,yea,1
1992,shine,1
1992,company,1
1992,choose,1
1992,fellow,1
1992,with,1
1992,my,1
1992,while,1
1992,radical,1
1992,advocate,1
1992,despair,1
1992,agents,1
1992,top,1
1992,decade,1
1992,harry,1
1992,actually,2
1992,few,1
1992,america,1
1992,andy,1
1992,its,2
1992,fat,1
1992,citywide,1
1992,or,2
1992,edition,1
1992,an,4
1992,some,1
1992,york,1
1992,you,2
1992,bailed,1
1992,library,2
1992,courses,1
1992,moguls,1
1992,idea,1
1992,geraldo,9
1992,the,18
1992,don,1
1992,500,1
1992,making,1
1992,money,1
1992,heard,1
1992,clinton,1
1992,help,1
1992,like,1
1992,missouri,1
1992,all,1
1992,teaching,1
1992,certain,1
1992,where,3
1992,first,2
1992,digs,1
1992,on,5
1992,devastating,1
1992,nader,1
1992,not,1
1992,white,1
1992,p,1
1992,hollywood,1
1992,that,3
1992,shining,1
1992,voting,2
1992,cleared,1
1992,hand,1
1992,humans,1
1992,cat,1
1992,if,1
1992,little,1
1992,accomplishment,1
1992,production,1
1992,approach,1
1992,greed,2
1992,is,4
1992,consumer,1
1992,would,1
1992,perpetuate,1
1992,for,3
1992,40,1
1992,understand,1
1992,lucre,1
1992,pa,1
1992,part,1
1992,gay,2
1992,bryn,1
1992,are,1
1992,nova,1
1992,computers,1
1992,whirring,1
1992,distant,1
1992,into,2
1992,fetishes,1
1992,be,3
1992,symbol,1
1992,of,8
1992,allowing,1
1992,old,1
1992,homespun,1
1992,his,1
1992,nation,1
1992,lucid,1
1992,south,1
1992,their,2
1992,machine,1
1992,haired,1
1992,using,1
1992,vintage,1
1992,archeologists,1
1992,community,1
1992,homosexual,1
1992,ralph,1
1992,booked,1
1992,illustrate,1
1992,simple,1
1992,made,1
1992,it,4
1992,tonight,1
1992,what,2
1992,lust,2
1992,lead,1
1992,f,1
1992,civic,1
1992,adopt,1
1992,already,1
1992,details,1
1992,myth,1
1992,disease,1
1992,found,1
1992,flood,1
1992,rule,1
1992,students,2
1992,figure,1
1992,maintain,1
1992,understated,1
1992,a,9
1992,most,1
1992,narrator,1
1992,morning,1
1992,humor,1
1992,new,3
1992,education,1
1992,from,1
1992,pretty,1
1992,as,2
1992,office,1
1992,research,1
1992,choice,2
1992,says,1
1992,when,2
1992,tells,1
1992,tr,1
1992,busted,1
1992,which,1
1992,search,1
1992,truman,1
1992,driven,2
1992,responsibility,1
1992,elect,2
1992,doing,1
1992,out,3
1992,american,1
1992,haven,1
1992,them,1
1992,bill,1
1992,by,5
1992,hurt,1
1992,follow,1
1992,useful,1
1992,aids,3
1992,rivera,1
1992,should,1
1992,north,1
1992,indu,1
1992,shoup,2
1992,settled,1
1992,impact,1
1992,hill,1
